#tile Easing Northing
161	467181.5	7046673.1
162	467234.18	7046615.8
163	467262.67	7046630.2
164	467203.46	7046541.3
165	467445.12	7046595.7
166	467191.97	7046531.9
167	467160.96	7046660.2
168	467146.24	7046639.7
169	467166.91	7046697.8
170	467150.35	7046497.1
171	467243.91	7046576.9
172	466934.54	7046379.3
173	467107.87	7046523.8
174	467099.2	7046625
175	467266.45	7046115.8
176	467627.9	7046344.9
177	467255.45	7046648.8
178	467291.97	7046590.3
179	467196.13	7046504
180	467109.58	7046399.2
181	467029.43	7046474.9
182	467737.9	7046803.5
183	467284.8	7046642.6
184	467416.41	7046120.9
185	467115.84	7046613.1
186	467468.6	7046591.6
187	467204.64	7046633.2
188	467487.18	7046648.6
189	467216.66	7046685
190	466760.73	7046982.4
191	467390.49	7046881.6
192	467066.54	7046548.4
193	467196.84	7046676.8
194	466856.17	7046747.4
195	467224.37	7046380.4
196	467169.6	7046608.4
197	466818.93	7046407.8
198	467291.11	7046458
199	467145.5	7046337.4
200	467306.72	7046317.5
201	467014.22	7046805.4
202	467114.34	7046576.8
203	467262.23	7046815.6
204	467051.02	7046466
205	467368.38	7046637.3
206	466927.93	7046430.2
207	467344.5	7046502.2
208	466567.58	7046401.3
209	466619.56	7046789.1
210	467102.93	7046804.4
211	467314.07	7046689.2
212	467633.27	7047032.3
213	467138.45	7046558.6
214	467129.34	7046578.3
215	467164.74	7046591.2
216	466755.36	7046326.3
217	466855.29	7046535.1
218	467059.1	7046960.4
219	467216.54	7046611.9
220	467491.69	7046019.6
221	467205.52	7046651.8
222	467075.33	7046668.7
223	467157.32	7046592.9
224	467141.91	7046576.2
225	467581.01	7046585.7
226	467272.19	7046496.8
227	467738.64	7046753.6
228	467181.28	7046638.5
229	467215.42	7046642.4
230	467123.5	7046635.6
231	467366.54	7046163.3
232	467012.54	7046729.2
233	467277.13	7046517.2
234	466693.95	7046831
235	467141.56	7046715.9
236	466730.24	7046254.6
237	467145.02	7046540.7
238	467187.7	7046702.7
239	467212.39	7046664.4
240	467183.75	7046615.2
241	467538.33	7046998.1
242	466630.32	7046318.7
243	466565.99	7046691.4
244	466897.55	7046411.7
245	467241.15	7046558.1
246	466624.91	7046131.8
247	466679.87	7046725.3
248	467234.73	7046743.6
249	467329.01	7046977.8
250	467354.52	7046470.5
251	467117.9	7046676.3
252	467155.97	7046649.2
253	467121.21	7046444.8
254	467159.36	7046536.3
255	467195.76	7047190.4
256	467066.77	7046537.2
257	466625.69	7046305.1
258	467173.48	7046661.9
259	467364.87	7046666.4
260	467140.71	7046534.1
261	467224.11	7046616
262	467113.09	7046754.4
263	467223.25	7046626.5
264	467204.7	7046666.6
265	467287.28	7046895.9
266	467196.32	7046665.7
267	466869.82	7047004.1
268	467019.91	7046762.2
269	467184.99	7046479.2
270	467134.39	7046699.8
271	467106.22	7046410.1
272	467247.43	7046627.2
273	467153.85	7046670
274	466923.13	7046170.5
275	467186.55	7046495.2
276	467226.18	7046565.7
277	467200.98	7046602.9
278	467339.4	7046953.6
279	467444.78	7046566
280	467150.11	7046585
281	467179.66	7046626.3
282	467131.8	7046511.5
283	467206.21	7046570.6
284	466915.73	7046487.1
285	467012.03	7046379.4
286	466541.98	7046660.1
287	467000.58	7047110.1
288	467204.51	7046560.6
289	467172.52	7046676.3
290	467245.47	7046494
291	467755.07	7046119.6
292	467142.63	7046565.4
293	467396.3	7046566.3
294	467335.49	7046898.5
295	467402.05	7046189.8
296	467171.89	7046617.2
297	466642.79	7046551.2
298	466756.12	7046729.3
299	467425.91	7046584.7
300	467221.17	7046634.6
301	466959.78	7046489.2
302	467489.59	7046584.7
303	467396.98	7046636.2
304	467261.82	7046410.5
305	467381.27	7046527.7
306	467236.03	7046547.4
307	467105.3	7046780.9
308	466889.9	7046563.8
309	466967.02	7046300.5
310	467221.8	7046674.4
311	467179.79	7046467.4
312	467075.14	7046563.5
313	467183.33	7046650.2
314	467214.99	7046849.2
315	467126.88	7046600
316	466780.95	7046565
317	467053.66	7046474
318	467198.63	7046595.3
319	467143.28	7046648.6
320	467103.03	7046553.3
321	467418.56	7046737
322	467216.15	7046578.9
323	467174.34	7046651.7
324	467035.22	7046788.6
325	466864.13	7046334.4
326	467775.25	7046456.2
327	466710.69	7046908.2
328	467149.08	7046623.1
329	466703.18	7046980.9
330	467217.39	7046730.2
331	467022.63	7047276.5
332	467182.26	7046604.3
333	467202.71	7046690.9
334	467308.16	7047070.1
335	467128.12	7046611.1
336	467248.73	7046672.1
337	467324.67	7046684.1
338	467300.71	7046915.4
339	467251.61	7046810.2
340	467298.94	7046410.5
341	467055.11	7047141.4
342	467188.87	7046608.1
343	467763.82	7046374.4
344	467203.17	7046584
345	467300.43	7046839.4
346	467326.01	7046368.9
347	467227.06	7046683.6
348	467005.01	7046637.1
349	467481.32	7046736.7
350	466977.7	7046719.9
351	467107.49	7046569.7
352	467101.64	7046591.7
353	467003.62	7046711.3
354	467085.51	7046697
355	467167.62	7046298.5
356	467134.37	7046643.3
357	467175.61	7046574.9
358	467164.52	7046626.4
359	467063.51	7046700.8
360	467118.48	7046664
361	467111.48	7046654.4
362	467154.14	7046122.9
363	467247.69	7046605.1
364	467153.34	7046206.3
365	467375.97	7046469.8
366	467189.44	7046539.2
367	466885.42	7046772.5
368	467126.72	7046715
369	467421.58	7046480.9
370	467152.92	7046609.2
371	467036.35	7046744.8
372	467012.99	7046753.1
373	467232.15	7046625.4
374	467102.97	7046677.5
375	467172.87	7046590
376	467563.52	7047124.5
377	467081.94	7046713.3
378	467198.4	7046551.8
379	467578.34	7046061.9
380	467110.53	7046590.7
381	467491.57	7047130.1
382	467260.57	7047194.4
383	467822.31	7046739.9
384	467045.23	7046738.7
385	467578.7	7046074.1
386	467169.79	7046220
387	466984.21	7046136.2
388	467151.47	7046576.8
389	467189.2	7046292.3
390	467153.04	7046633.3
391	467117.61	7046693.3
392	467356.56	7046487.8
393	467180.97	7046543.1
394	467483.55	7047149.2
395	467150.42	7046561.8
396	467311.3	7047194.4
397	467159.29	7046698.7
398	467082.46	7046732.8
399	467127.67	7046547.8
400	467328.42	7046471.5
401	467189.29	7046629.1
402	467241.31	7046644.8
403	467163.39	7046434
404	467073.08	7046655.7
405	467171.92	7046771.5
406	467875.48	7046762
407	467196.41	7045876.6
408	467091.39	7046401
409	466995.95	7046618.5
410	467172.67	7046637.5
411	466924.92	7046715.8
412	467275.28	7046643.6
413	467189.54	7046361.9
414	467024.23	7046576.5
415	467208.62	7046624.7
416	467199.18	7046620.1
417	467474.45	7046306.1
418	467102.08	7046396.6
419	467394.71	7047182.3
420	467236.8	7046573.6
421	467101.17	7046664.4
422	467134.37	7046249.8
423	466884.16	7046646.1
424	467426.12	7046889.8
425	467198.16	7046655.4
426	467193.66	7046559.8
427	467102.1	7046635.8
428	466798.43	7047090.4
429	467146.23	7046604.8
430	466977.28	7046574.1
431	467199.84	7046326.2
432	467119.62	7046652.9
433	466932.41	7046666.4
434	467212.98	7046635.1
435	467222.31	7046748.6
436	467127.65	7046663.8
437	467103.94	7046915.9
438	467222.17	7046656
439	466990.69	7046768.9
440	467483.9	7046287
441	466973.97	7046323.6
442	467227.86	7046580.8
443	467264.36	7046697.5
444	467001.41	7046117.9
445	466872.16	7047014.3
446	467095.49	7046206.1
447	467260.78	7046242.1
448	467096.13	7046608.5
449	467352.71	7046548.2
450	466634.66	7046862
451	467489.58	7046430.5
452	466979.43	7046565.2
453	467482.64	7047199.3
454	467180.13	7046522.6
455	467201.15	7046709.5
456	467090.14	7046951.9
457	467298.23	7046734.3
458	467101.6	7046644.7
459	467244.1	7046588.3
460	467167.84	7046656.6
461	466731.57	7047010.9
462	467176.16	7046563.9
463	467414.12	7046551.9
464	467222.16	7046851.6
465	467389.96	7046575.1
466	466972.2	7046386.8
467	467156.15	7046789.4
468	467503.96	7046969.3
469	467111.26	7045959
470	467174.68	7046538.3
471	467060.22	7046747.3
472	467355.18	7046849.3
473	467211.07	7046617.2
474	467037.09	7046191.6
475	467120.85	7046593.6
476	467805.11	7046622.7
477	467219.62	7046536.6
478	467248.28	7046596.8
479	467291.78	7047328.7
480	467124.47	7046627.3
481	467141.51	7046622
482	467369.14	7046566.7
483	467229.71	7046488.2
484	467550.28	7046320.3
485	467143.57	7046521.7
486	467204.41	7046442.2
487	467121.68	7046527.6
488	466993.79	7046453.8
489	467231.95	7046538.7
490	467221.94	7046558.3
491	466664.32	7046710
492	467286.04	7046573.1
493	466949.63	7047082.6
494	466968.19	7046182.6
495	467258.49	7046607.6
