#tile Easing Northing
0	467214.45	7046777.9
1	467089.23	7046485.2
2	467160.53	7046558.2
3	467133.58	7046630.1
4	467016.17	7046552.5
5	467262.04	7046586
6	467431.77	7046344.7
7	467305.69	7046413.8
8	466566.76	7046589.7
9	466601.53	7046257.7
10	466920.08	7046504.9
11	466953.22	7046563
12	467165.04	7046529.1
13	467166.87	7046148.7
14	466904.61	7046321.4
15	467343.96	7046299.1
16	467082.99	7046540.2
17	467209.06	7046589.8
18	467191.29	7046642.8
19	467461.04	7046640.8
20	467167.88	7047182.2
21	467166.85	7046540.8
22	467283.69	7046652.9
23	467187.57	7046581.8
24	466948.12	7046807.9
25	467099.42	7046541.6
26	467642.48	7046631.9
27	467240.08	7046605.4
28	467235.55	7046582
29	467168.8	7046578.6
30	466904.87	7046495.2
31	467137.22	7046585
32	467790.24	7046286.1
33	466684.41	7046120.4
34	467281.59	7046736
35	467156.64	7046619.9
36	467146.46	7046613.8
37	467113.75	7046599.3
38	467115.8	7046516.2
39	467107.19	7046611.4
40	467086.45	7046678.8
41	467146.21	7046596.2
42	467304.71	7046620.9
43	467157.26	7046601.7
44	467135.18	7046613.7
45	467510.8	7046013.8
46	467217.28	7046566.4
47	466507.45	7046901.2
48	467089.41	7046462.2
49	467184.4	7046594.8
50	467259.89	7046495.6
51	467246.96	7046822.4
52	466798.43	7046368
53	467103.18	7046599.2
54	467258.49	7046623.6
55	467778.93	7046919.7
56	467002.91	7046684.8
57	467214.3	7046597.9
58	467147.34	7046679.9
59	467202.83	7046527.3
60	466780.92	7046485.9
61	467011.39	7046668.2
62	467150	7046475.1
63	467455.73	7046576.6
64	467070.58	7046805.7
65	467289.57	7046661.5
66	467139.58	7046601.3
67	467208.58	7046553.4
68	467110.39	7046627.3
69	466781.25	7046751.9
70	466619.52	7046208.5
71	467055.62	7046568.6
72	467088.58	7046516.5
73	467053.22	7046585.8
74	466904.49	7046801.5
75	467093.42	7046931.7
76	466847.61	7046404.7
77	467019.03	7046813.3
78	467164.2	7046504.3
79	467036.45	7046971.5
80	467180.43	7046657.9
81	467063.65	7046676.2
82	467071.98	7046709.7
83	467150.2	7046264.1
84	466762.38	7046542.7
85	466842.5	7046753.6
86	467142.44	7046630.5
87	467120.99	7046620.2
88	466992.85	7047270.3
89	467258.98	7046574.4
90	467123.09	7046729.4
91	467562.46	7046344.9
92	467227.63	7046601.6
93	467297.48	7046551.6
94	467255.96	7046319.7
95	466665.19	7046244.9
96	467219.76	7046549.7
97	467155.82	7046547.9
98	466893.96	7046959.2
99	467194.3	7046588.3
100	467173.24	7046600.7
101	467230.11	7046456.3
102	467390.2	7046739.7
103	467203.82	7046642.4
104	466990.46	7046629.9
105	467306.59	7046688.6
106	467074.14	7046524.2
107	466662.41	7046442.3
108	467318.7	7046802
109	467191.27	7046651
110	467168.84	7046566.1
111	467090.59	7046442.9
112	467140.23	7046759.1
113	467275.61	7046598.7
114	467247.27	7046764.7
115	467146.87	7046528.6
116	467110.59	7046681.7
117	467320.84	7046705.8
118	467165.27	7046645.8
119	467098.77	7046567.1
120	467172.09	7046519.8
121	467084.98	7046491.6
122	467251	7046554.4
123	467114.38	7046547.9
124	467248.11	7046614.2
125	467275.66	7046544.3
126	467083.16	7046593.7
127	467258.16	7046563.7
128	466675.65	7046792.7
129	467194.26	7046568.9
130	467289.25	7045976.5
131	467199.36	7046577.6
132	467149.72	7046553.3
133	467309.74	7046702.3
134	467144.72	7046796
135	467130.54	7046588.5
136	466937.02	7046979.4
137	466598.5	7046519.9
138	466718.81	7046538.1
139	467126.84	7046655.3
140	467384.88	7046797.9
141	467236.38	7046653.1
142	467074.79	7046722
143	467185.83	7046737.3
144	466666.87	7046276.4
145	467228.67	7046642.9
146	466842.74	7045971.4
147	467133.23	7046605.3
148	467129.19	7046522.8
149	467124	7046561.1
150	467076.35	7047160.2
151	466868.39	7046558
152	467453.64	7046652
153	467134.9	7046407.1
154	467212.41	7046707.1
155	466874.54	7046439
156	467186.61	7046564.5
157	467252.5	7046732.8
158	467115.99	7046584.7
159	467199.84	7046459.3
160	467173.95	7046549.9
